user_id,attempt_id,started_at,status,no_of_questions,question_attempted
175451,54030896,2021-07-12 08:01:03.561262+00:00,COMPLETE,6,6
175451,54031005,2021-07-12 08:06:18.886670+00:00,COMPLETE,6,4
175451,54031016,2021-07-12 08:03:01.690341+00:00,COMPLETE,6,6
175451,54031134,2021-07-12 08:04:43.591349+00:00,COMPLETE,6,6
175451,54031233,None,CREATE,6,0
175451,54031289,None,CREATE,6,0
175451,54031454,2021-07-12 08:09:45.808251+00:00,COMPLETE,6,6
175451,54031564,2021-07-12 08:11:31.444430+00:00,COMPLETE,6,6
175451,54031662,None,CREATE,6,0
175451,54031672,2021-07-12 08:13:01.814515+00:00,COMPLETE,6,6
175451,54031787,2021-07-12 08:15:05.355694+00:00,COMPLETE,6,6
175451,54031905,2021-07-12 08:17:04.704219+00:00,COMPLETE,6,6
175451,54032206,2021-07-12 08:21:39.900333+00:00,COMPLETE,6,6
175451,54032326,None,CREATE,6,0
175451,54032336,2021-07-12 08:23:31.936902+00:00,COMPLETE,6,6
175451,54032441,2021-07-12 08:34:40.190018+00:00,COMPLETE,6,6
175451,54032446,2021-07-12 08:25:24.494790+00:00,COMPLETE,6,6
6,54032490,2021-07-12 08:27:03.070548+00:00,COMPLETE,25,7
175451,54032571,2021-07-12 08:27:10.479594+00:00,COMPLETE,6,6
175451,54032677,2021-07-12 08:28:46.826629+00:00,COMPLETE,6,6
6,54032734,None,CREATE,25,0
175451,54032795,2021-07-12 08:30:27.134459+00:00,COMPLETE,6,6
175451,54032891,2021-07-12 08:32:23.161552+00:00,PROGRESS,6,6
175451,54033041,None,CREATE,6,0
175451,54033121,2021-07-12 08:36:23.290998+00:00,PROGRESS,6,6
204454,54033178,None,CREATE,35,0
175451,54033285,2021-07-12 08:39:00.930206+00:00,COMPLETE,6,6
175451,54033390,None,CREATE,6,0
175451,54033416,2021-07-12 08:41:07.580340+00:00,COMPLETE,6,6
175451,54033521,None,CREATE,6,0
175451,54033523,2021-07-12 08:43:13.136401+00:00,COMPLETE,6,6
175451,54033611,2021-07-12 08:44:21.555071+00:00,PROGRESS,6,6
111765,54033819,2021-07-12 08:48:48.843917+00:00,COMPLETE,7,4
111765,54033956,2021-07-12 08:50:40.662875+00:00,COMPLETE,7,2
111765,54034083,2021-07-12 08:53:56.663566+00:00,COMPLETE,7,1
268182,54034091,2021-07-12 08:53:06.813626+00:00,COMPLETE,10,10
111765,54034195,2021-07-12 08:55:12.219080+00:00,COMPLETE,7,2
268182,54034215,None,CREATE,10,0
111765,54034312,None,CREATE,7,0
268182,54034378,2021-07-12 08:57:29.260154+00:00,COMPLETE,10,10
268182,54034462,2021-07-12 09:01:38.492894+00:00,COMPLETE,10,10
268182,54034710,None,CREATE,10,0
268182,54034878,2021-07-12 09:05:56.376818+00:00,COMPLETE,10,10
111765,54034889,2021-07-12 09:06:31.296541+00:00,COMPLETE,7,3
111765,54035013,2021-07-12 09:08:23.457607+00:00,COMPLETE,7,4
268182,54035086,None,CREATE,10,0
111765,54035098,2021-07-12 09:09:29.208867+00:00,COMPLETE,7,3
28487,54035280,2021-07-12 09:12:13.931957+00:00,COMPLETE,20,20
268182,54035299,2021-07-12 09:12:41.780828+00:00,COMPLETE,10,10
268182,54035523,None,CREATE,10,0
111765,54035569,2021-07-12 09:16:26.548264+00:00,COMPLETE,7,6
111765,54035691,None,CREATE,7,0
111765,54035992,2021-07-12 09:23:02.858210+00:00,COMPLETE,7,2
213215,54036216,2021-07-12 09:25:23.453169+00:00,COMPLETE,20,20
62316,54036287,None,CREATE,30,0
268182,54036390,2021-07-12 09:27:56.608802+00:00,COMPLETE,10,10
213215,54036397,2021-07-13 13:51:46.862595+00:00,COMPLETE,20,20
69406,54036656,2021-07-12 09:30:33.284782+00:00,COMPLETE,8,8
69406,54036768,None,CREATE,8,0
268182,54036798,None,CREATE,10,0
193673,54036835,None,CREATE,10,0
193673,54036846,2021-07-12 09:32:26.150720+00:00,COMPLETE,10,9
193673,54037055,None,CREATE,10,0
11736,54037560,2021-07-12 09:40:59.843393+00:00,COMPLETE,15,15
193673,54037576,2021-07-12 09:41:13.780688+00:00,COMPLETE,50,50
213215,54037778,2021-07-12 12:59:23.284775+00:00,COMPLETE,20,20
11736,54037867,None,CREATE,15,0
21760,54037970,2021-07-14 13:24:26.286044+00:00,COMPLETE,40,18
111765,54038529,None,COMPLETE,10,0
111765,54038566,2021-07-12 09:53:30.135865+00:00,COMPLETE,10,5
111765,54038658,None,CREATE,10,0
111765,54039663,None,CREATE,100,0
111765,54039682,None,CREATE,10,0
111765,54039937,None,CREATE,10,0
253202,54040286,2021-07-12 10:15:34.401925+00:00,COMPLETE,10,10
253202,54040997,2021-07-12 10:22:58.410337+00:00,COMPLETE,10,10
253202,54041067,2021-07-13 10:57:35.642915+00:00,COMPLETE,10,10
111765,54041802,None,COMPLETE,10,0
111765,54041814,None,CREATE,10,0
111765,54041823,None,COMPLETE,10,0
111765,54041846,None,CREATE,10,0
111765,54041861,None,COMPLETE,10,0
111765,54041886,None,CREATE,10,0
111765,54041895,None,COMPLETE,10,0
111765,54041913,None,CREATE,10,0
111765,54041927,None,COMPLETE,10,0
111765,54041938,None,CREATE,10,0
111765,54041959,None,CREATE,10,0
41706,54042440,2021-07-12 10:40:50.026851+00:00,COMPLETE,10,10
41706,54042572,None,CREATE,10,0
41706,54042579,2021-07-12 10:42:45.907201+00:00,COMPLETE,10,6
41706,54042926,None,CREATE,10,0
41706,54042977,2021-07-12 10:47:55.969872+00:00,COMPLETE,6,6
271953,54043130,2021-07-12 10:51:20.662645+00:00,COMPLETE,100,98
135896,54043567,2021-07-12 10:56:17.199848+00:00,COMPLETE,20,20
265007,54044576,2021-07-12 11:08:43.631804+00:00,COMPLETE,5,5
265007,54045055,2021-07-12 11:15:24.476066+00:00,COMPLETE,5,5
15431,54045136,None,COMPLETE,100,0
15431,54045176,None,CREATE,100,0
175451,54045533,2021-07-12 11:22:07.666078+00:00,COMPLETE,6,6
175451,54045667,2021-07-12 11:23:52.897613+00:00,COMPLETE,6,6
175451,54045676,None,CREATE,6,0
175451,54045803,2021-07-12 11:25:28.342220+00:00,COMPLETE,6,6
175451,54045923,None,CREATE,6,0
175451,54045926,2021-07-12 11:27:12.270612+00:00,COMPLETE,6,6
175451,54046054,None,CREATE,6,0
175451,54046061,2021-07-12 11:28:48.576240+00:00,COMPLETE,6,6
175451,54046186,None,CREATE,6,0
175451,54046193,2021-07-12 11:30:33.016528+00:00,COMPLETE,6,6
175451,54046305,None,COMPLETE,6,0
175451,54046357,None,CREATE,6,0
175451,54046385,None,PAUSE,50,50
265007,54047002,2021-07-12 11:42:09.095414+00:00,PAUSE,98,98
175451,54047259,2021-07-12 11:46:08.726470+00:00,COMPLETE,6,6
175451,54047361,2021-07-12 11:47:46.014411+00:00,COMPLETE,6,6
175451,54047504,2021-07-12 13:25:09.292400+00:00,COMPLETE,6,6
178088,54048161,None,CREATE,40,0
207226,54048291,2021-07-12 12:00:09.430350+00:00,COMPLETE,50,1
207226,54048363,None,CREATE,50,0
41706,54048613,2021-07-12 12:04:37.788771+00:00,COMPLETE,100,7
103374,54048754,2021-07-12 12:06:26.565149+00:00,COMPLETE,6,6
103374,54048904,2021-07-12 12:08:30.909238+00:00,COMPLETE,6,6
41706,54049228,None,CREATE,100,0
41706,54049294,2021-07-12 12:13:47.181786+00:00,COMPLETE,20,19
41706,54049781,None,CREATE,20,0
41706,54049836,2021-07-12 12:21:38.193632+00:00,COMPLETE,30,30
167684,54050397,2021-07-12 12:30:12.994313+00:00,COMPLETE,20,20
178088,54050530,None,PAUSE,15,15
41706,54050641,None,CREATE,30,0
41706,54050648,2021-07-12 12:33:35.970907+00:00,COMPLETE,30,28
136944,54051715,2021-07-12 12:48:08.966537+00:00,COMPLETE,6,6
136944,54051838,2021-07-12 12:50:01.982989+00:00,COMPLETE,6,6
136944,54051998,2021-07-12 12:52:06.185453+00:00,COMPLETE,6,6
136944,54052158,2021-07-12 12:53:49.030902+00:00,COMPLETE,6,6
136944,54052312,2021-07-12 12:55:51.370087+00:00,COMPLETE,6,6
136944,54052494,2021-07-12 12:57:46.979945+00:00,COMPLETE,6,6
46976,54052570,2021-07-12 12:58:26.302802+00:00,COMPLETE,30,5
136944,54052658,2021-07-12 12:59:36.886381+00:00,COMPLETE,6,6
46976,54052687,None,CREATE,30,0
136944,54052808,2021-07-12 13:01:12.459484+00:00,COMPLETE,6,6
136944,54052956,2021-07-12 13:02:52.714051+00:00,COMPLETE,6,6
136944,54053079,2021-07-12 13:04:41.791737+00:00,COMPLETE,6,6
136944,54053257,None,CREATE,6,0
213215,54053331,2021-07-12 13:07:23.576017+00:00,COMPLETE,20,20
213215,54053887,2021-07-12 13:14:12.487303+00:00,COMPLETE,20,20
213215,54054204,2021-07-13 14:01:09.140812+00:00,COMPLETE,20,20
272521,54054813,None,CREATE,10,0
175451,54054974,2021-07-12 13:27:06.109385+00:00,COMPLETE,6,5
175451,54055124,2021-07-12 13:28:53.173902+00:00,COMPLETE,6,6
175451,54055331,2021-07-12 13:31:15.420936+00:00,COMPLETE,6,6
175451,54055501,2021-07-12 13:33:04.968428+00:00,COMPLETE,6,6
87284,54055618,2021-07-12 13:44:04.904716+00:00,COMPLETE,10,10
87284,54055619,2021-07-12 13:34:51.710940+00:00,COMPLETE,10,10
175451,54055667,2021-07-12 13:34:52.360498+00:00,COMPLETE,6,5
175451,54055770,2021-07-12 13:36:14.420938+00:00,COMPLETE,6,6
175451,54055945,2021-07-12 13:37:54.568694+00:00,COMPLETE,6,6
175451,54056088,None,CREATE,6,0
175451,54056105,2021-07-12 13:39:50.328677+00:00,COMPLETE,6,6
213215,54056167,2021-07-12 13:43:03.631778+00:00,COMPLETE,20,20
175451,54056249,2021-07-12 13:41:31.704562+00:00,COMPLETE,6,6
175451,54056376,2021-07-12 13:43:06.706590+00:00,COMPLETE,6,6
175451,54056509,2021-07-12 13:44:44.934616+00:00,COMPLETE,6,6
175451,54056630,2021-07-12 13:46:23.506955+00:00,COMPLETE,6,6
193673,54056717,None,CREATE,50,0
175451,54056797,2021-07-12 13:48:20.682936+00:00,COMPLETE,6,6
175451,54056933,2021-07-12 13:49:58.138034+00:00,COMPLETE,6,6
213215,54057020,2021-07-12 13:50:52.396650+00:00,COMPLETE,20,20
87284,54057068,2021-07-12 13:52:01.341027+00:00,COMPLETE,10,7
175451,54057073,None,COMPLETE,6,0
175451,54057077,2021-07-12 13:51:39.217332+00:00,COMPLETE,6,6
175451,54057212,2021-07-12 13:53:17.939021+00:00,COMPLETE,6,6
213215,54057342,2021-07-13 14:07:00.833085+00:00,COMPLETE,20,20
213215,54057343,2021-07-12 13:54:42.400512+00:00,COMPLETE,20,20
175451,54057354,2021-07-12 13:54:50.379292+00:00,COMPLETE,6,6
175451,54057496,2021-07-12 13:56:28.010516+00:00,COMPLETE,6,6
87284,54057647,2021-07-12 13:58:02.261368+00:00,COMPLETE,10,8
175451,54057657,2021-07-12 13:58:09.023043+00:00,COMPLETE,6,6
175451,54057819,None,COMPLETE,6,0
175451,54057832,2021-07-12 13:59:57.917011+00:00,COMPLETE,6,6
175451,54057994,2021-07-12 14:01:37.626307+00:00,COMPLETE,6,6
201481,54058154,None,CREATE,5,0
175451,54058181,2021-07-12 14:03:24.569955+00:00,COMPLETE,6,6
201481,54058199,2021-07-12 14:03:40.081652+00:00,COMPLETE,30,29
175451,54058321,2021-07-12 14:05:04.714325+00:00,COMPLETE,6,6
175451,54058489,2021-07-12 14:06:58.140736+00:00,COMPLETE,6,6
28487,54058607,None,CREATE,20,0
175451,54058643,2021-07-12 14:08:41.759040+00:00,COMPLETE,6,6
175451,54058792,2021-07-12 14:10:28.886991+00:00,COMPLETE,6,6
175451,54058950,2021-07-12 14:12:19.525203+00:00,COMPLETE,6,6
216546,54059049,2021-07-12 14:13:34.215795+00:00,COMPLETE,20,20
175451,54059074,2021-07-12 14:13:54.229207+00:00,COMPLETE,6,5
175451,54059187,2021-07-12 14:15:09.452784+00:00,COMPLETE,6,6
201481,54059574,None,CREATE,30,0
216546,54059735,None,CREATE,20,0
91932,54060287,2021-07-12 14:26:16.028189+00:00,COMPLETE,5,5
91932,54060353,2021-07-12 14:26:59.074156+00:00,COMPLETE,5,5
134886,54060358,2021-07-12 14:27:20.528760+00:00,COMPLETE,10,10
91932,54060416,2021-07-12 14:27:40.985727+00:00,COMPLETE,5,5
91932,54060516,2021-07-12 14:30:49.045612+00:00,COMPLETE,5,5
28487,54060644,None,CREATE,10,0
69406,54060721,2021-07-12 14:31:14.640338+00:00,COMPLETE,20,16
91932,54060802,2021-07-12 14:31:50.674069+00:00,COMPLETE,5,5
91932,54060828,None,CREATE,5,0
69406,54061261,None,CREATE,20,0
81990,54061608,2021-07-12 14:39:27.168795+00:00,COMPLETE,5,5
81990,54061828,None,CREATE,5,0
175451,54061855,None,CREATE,6,0
175451,54061859,2021-07-12 14:42:06.391052+00:00,COMPLETE,6,6
89201,54061918,2021-07-12 14:42:44.089514+00:00,COMPLETE,20,20
175451,54062038,None,CREATE,6,0
175451,54062047,2021-07-12 14:43:59.961908+00:00,COMPLETE,6,6
175451,54062197,2021-07-12 14:45:28.615495+00:00,COMPLETE,6,6
175451,54062379,2021-07-12 14:47:10.523085+00:00,COMPLETE,6,6
175451,54062561,2021-07-12 14:48:58.308984+00:00,COMPLETE,6,6
201481,54063566,2021-07-12 14:58:30.595594+00:00,COMPLETE,30,30
62316,54065088,None,CREATE,10,0
7446,54065184,2021-07-12 15:13:45.538858+00:00,PAUSE,10,10
26580,54066263,2021-07-12 15:24:00.688947+00:00,COMPLETE,30,30
87284,54066446,2021-07-12 15:26:15.944426+00:00,COMPLETE,10,10
89201,54066902,None,CREATE,20,0
87284,54067005,2021-07-12 15:31:05.142415+00:00,COMPLETE,10,10
188711,54068326,2021-07-13 02:37:07.112207+00:00,COMPLETE,10,1
144826,54068458,2021-07-12 15:45:04.662767+00:00,COMPLETE,25,22
61054,54069266,2021-07-12 15:52:50.529854+00:00,COMPLETE,20,20
201710,54070735,2021-07-12 16:08:01.154460+00:00,COMPLETE,10,10
28487,54071085,2021-07-12 16:11:32.229818+00:00,COMPLETE,10,10
28487,54071254,None,CREATE,10,0
141298,54071433,2021-07-12 16:15:29.097025+00:00,COMPLETE,10,10
144826,54071483,None,CREATE,25,0
141298,54071611,None,CREATE,10,0
141298,54071708,2021-07-12 16:17:53.366436+00:00,COMPLETE,10,10
141298,54071817,None,CREATE,10,0
141298,54071846,2021-07-12 16:19:39.061978+00:00,COMPLETE,10,2
141298,54072778,None,CREATE,10,0
141298,54072810,2021-07-12 16:29:41.718145+00:00,COMPLETE,10,10
141298,54073295,None,PAUSE,10,10
273814,54073632,2021-07-12 16:37:36.040333+00:00,COMPLETE,10,10
273814,54074170,2021-07-12 16:42:37.930417+00:00,COMPLETE,10,10
273814,54074248,None,CREATE,10,0
141836,54075993,None,CREATE,20,0
28487,54076845,2021-07-12 17:08:49.976936+00:00,COMPLETE,10,10
28487,54076945,None,CREATE,10,0
273814,54076969,2021-07-12 17:10:23.908610+00:00,COMPLETE,10,10
273814,54077175,2021-07-12 17:13:50.292209+00:00,COMPLETE,10,10
265188,54077304,2021-07-12 17:13:56.353467+00:00,COMPLETE,10,10
273814,54077383,None,CREATE,10,0
41706,54077438,2021-07-12 17:15:34.306047+00:00,COMPLETE,30,28
265188,54077671,2021-07-12 17:17:55.132042+00:00,COMPLETE,10,10
265188,54077883,None,CREATE,10,0
218193,54077890,2021-07-12 17:20:14.428926+00:00,COMPLETE,10,10
28487,54078092,2021-07-12 17:22:18.439912+00:00,COMPLETE,75,60
144412,54078360,2021-07-12 17:48:06.595383+00:00,COMPLETE,10,10
20740,54078531,None,COMPLETE,10,0
20740,54078624,2021-07-12 17:27:39.173887+00:00,COMPLETE,10,6
20740,54079106,2021-07-12 17:32:22.766460+00:00,COMPLETE,10,10
144412,54079176,2021-07-13 12:56:23.394657+00:00,COMPLETE,10,10
20740,54079181,None,CREATE,10,0
20740,54079186,2021-07-12 17:33:20.079445+00:00,COMPLETE,10,8
144412,54079243,2021-07-12 17:34:13.775471+00:00,COMPLETE,10,10
144412,54079444,None,CREATE,10,0
144412,54079508,2021-07-12 17:36:54.278015+00:00,COMPLETE,10,10
20740,54079702,2021-07-12 17:38:35.803972+00:00,COMPLETE,10,10
20740,54079774,None,CREATE,10,0
20740,54079801,2021-07-12 17:39:43.600982+00:00,COMPLETE,9,6
144412,54080094,None,CREATE,10,0
20740,54080260,2021-07-12 17:44:26.205891+00:00,COMPLETE,9,9
20740,54080321,None,CREATE,9,0
28487,54080586,None,CREATE,75,0
178241,54080991,2021-07-12 17:52:51.605394+00:00,COMPLETE,20,20
144412,54081260,None,CREATE,10,0
262932,54081547,2021-07-12 18:00:18.830143+00:00,COMPLETE,10,10
111882,54082183,2021-07-13 17:34:06.806067+00:00,COMPLETE,10,10
262932,54083208,2021-07-12 18:24:07.564064+00:00,COMPLETE,10,10
262932,54083392,None,CREATE,10,0
144412,54083507,2021-07-12 19:01:21.204614+00:00,COMPLETE,10,5
136944,54084131,2021-07-12 18:40:39.398275+00:00,COMPLETE,6,6
136944,54084201,2021-07-12 18:42:52.492081+00:00,COMPLETE,6,6
262932,54084224,2021-07-12 18:43:06.092295+00:00,COMPLETE,20,20
136944,54084327,2021-07-12 18:45:15.283634+00:00,COMPLETE,6,6
176293,54084410,None,CREATE,10,0
136944,54084432,2021-07-12 18:47:43.447048+00:00,COMPLETE,6,6
136944,54084494,2021-07-12 18:49:23.240807+00:00,COMPLETE,6,6
144412,54084934,None,CREATE,10,0
262932,54085000,2021-07-12 19:06:35.232523+00:00,COMPLETE,20,20
176293,54085057,2021-07-12 19:08:13.110008+00:00,COMPLETE,10,10
176293,54085129,None,CREATE,10,0
103374,54085346,2021-07-12 19:20:42.647151+00:00,COMPLETE,6,6
103374,54085390,2021-07-12 19:22:56.269592+00:00,COMPLETE,6,6
103374,54085417,2021-07-12 19:24:38.240424+00:00,COMPLETE,6,6
103374,54085451,None,CREATE,6,0
103374,54085453,2021-07-12 19:26:15.731868+00:00,COMPLETE,6,6
103374,54085483,2021-07-12 19:27:59.405777+00:00,COMPLETE,6,6
103374,54085512,2021-07-12 19:29:42.878782+00:00,COMPLETE,6,6
103374,54085534,2021-07-12 19:31:29.523544+00:00,COMPLETE,6,6
103374,54085557,2021-07-12 19:33:07.417153+00:00,COMPLETE,6,6
103374,54085587,2021-07-12 19:34:49.889819+00:00,COMPLETE,6,6
233588,54086460,2021-07-12 21:44:09.807088+00:00,COMPLETE,10,2
175451,54086889,2021-07-12 23:39:19.498908+00:00,COMPLETE,6,6
175451,54086902,2021-07-12 23:41:10.516779+00:00,COMPLETE,6,6
175451,54086912,2021-07-12 23:43:08.822665+00:00,COMPLETE,6,5
175451,54086925,2021-07-12 23:44:47.166041+00:00,COMPLETE,6,5
175451,54086937,2021-07-12 23:46:17.993790+00:00,COMPLETE,6,4
175451,54086943,2021-07-12 23:47:27.076730+00:00,COMPLETE,6,6
175451,54086960,2021-07-12 23:49:09.069975+00:00,COMPLETE,6,6
175451,54086981,2021-07-12 23:51:06.569295+00:00,COMPLETE,6,6
175451,54086997,2021-07-12 23:52:58.626023+00:00,COMPLETE,6,6
175451,54087001,2021-07-12 23:54:19.398632+00:00,COMPLETE,6,6
175451,54087013,2021-07-12 23:56:05.388334+00:00,COMPLETE,6,6
175451,54087029,2021-07-12 23:57:57.046974+00:00,COMPLETE,6,6
175451,54087047,2021-07-12 23:59:52.655641+00:00,COMPLETE,6,6
175451,54087077,2021-07-13 00:01:34.607654+00:00,COMPLETE,6,6
175451,54087357,2021-07-13 00:22:43.431773+00:00,COMPLETE,6,6
175451,54087379,2021-07-13 00:24:33.229662+00:00,COMPLETE,6,6
175451,54087416,2021-07-13 00:26:18.561605+00:00,COMPLETE,6,6
175451,54087449,2021-07-13 00:27:52.790226+00:00,COMPLETE,6,6
114837,54087450,2021-07-13 00:28:35.580648+00:00,COMPLETE,10,4
175451,54087468,2021-07-13 00:29:35.614909+00:00,COMPLETE,6,6
175451,54087491,2021-07-13 00:31:18.524171+00:00,COMPLETE,6,6
175451,54087510,2021-07-13 00:32:48.708125+00:00,COMPLETE,6,6
175451,54087530,2021-07-13 00:34:28.173275+00:00,COMPLETE,6,6
175451,54087555,2021-07-13 00:36:10.388289+00:00,PROGRESS,6,6
114837,54087557,None,CREATE,10,0
28487,54089434,2021-07-13 01:54:18.218466+00:00,COMPLETE,10,10
113055,54090452,None,CREATE,5,0
267252,54090478,2021-07-13 02:25:16.563745+00:00,COMPLETE,10,10
267252,54090603,None,CREATE,10,0
169432,54090718,2021-07-14 14:58:54.327818+00:00,COMPLETE,20,20
136944,54090799,2021-07-13 02:33:22.076717+00:00,COMPLETE,5,5
136944,54090814,2021-07-13 02:33:56.862801+00:00,COMPLETE,5,5
136944,54090833,None,PAUSE,5,5
136944,54090953,2021-07-13 02:37:46.405131+00:00,COMPLETE,6,6
136944,54091025,2021-07-13 02:39:37.364550+00:00,COMPLETE,6,6
136944,54091087,2021-07-13 02:41:43.705144+00:00,COMPLETE,6,5
136944,54091121,2021-07-13 02:42:52.157795+00:00,COMPLETE,6,6
136944,54091185,2021-07-13 02:44:50.747664+00:00,COMPLETE,6,6
136944,54091275,2021-07-13 02:47:14.900625+00:00,COMPLETE,6,6
69676,54091511,None,CREATE,5,0
276009,54091631,2021-07-13 02:58:20.190767+00:00,PAUSE,20,20
276009,54091674,2021-07-13 02:59:41.041515+00:00,PAUSE,160,160
276009,54091797,None,PAUSE,160,160
56741,54092190,2021-07-13 03:12:23.960133+00:00,COMPLETE,10,10
178208,54093025,2021-07-13 03:32:22.692517+00:00,COMPLETE,10,10
69406,54093211,2021-07-13 03:37:35.253410+00:00,COMPLETE,5,5
178208,54093281,None,CREATE,10,0
69406,54093350,None,CREATE,5,0
178208,54093851,2021-07-13 03:56:00.936938+00:00,COMPLETE,10,10
178208,54093992,None,CREATE,10,0
250611,54094299,2021-07-13 04:05:43.676673+00:00,COMPLETE,11,11
27946,54094402,2021-07-13 04:08:29.608778+00:00,COMPLETE,10,9
27946,54094490,None,CREATE,10,0
27946,54094494,2021-07-13 04:10:27.336054+00:00,COMPLETE,20,7
27946,54094607,None,CREATE,20,0
260014,54094995,2021-07-17 03:06:29.040167+00:00,COMPLETE,5,5
134886,54095022,None,CREATE,20,0
134886,54095064,2021-07-13 04:22:26.507992+00:00,COMPLETE,10,10
134886,54095107,None,CREATE,10,0
271953,54095237,None,CREATE,100,0
56741,54095388,None,CREATE,10,0
175451,54095516,2021-07-13 04:32:36.330613+00:00,COMPLETE,6,6
175451,54095647,None,CREATE,6,0
175451,54095708,2021-07-13 04:37:49.154658+00:00,COMPLETE,6,0
175451,54095902,None,CREATE,6,0
175451,54095906,2021-07-13 04:39:43.693224+00:00,PROGRESS,6,6
175451,54096045,2021-07-13 04:40:44.848436+00:00,PROGRESS,6,6
87284,54096123,2021-07-13 04:42:08.819868+00:00,COMPLETE,10,8
175451,54096206,None,CREATE,6,0
175451,54096216,2021-07-13 04:43:15.959662+00:00,COMPLETE,6,6
23744,54096255,2021-07-13 04:43:30.705851+00:00,COMPLETE,20,20
175451,54096339,2021-07-13 04:44:48.441337+00:00,COMPLETE,6,6
175451,54096450,2021-07-13 04:46:24.641532+00:00,COMPLETE,6,6
23744,54096530,None,CREATE,20,0
23744,54096536,2021-07-13 04:47:43.189616+00:00,COMPLETE,10,10
175451,54096547,2021-07-13 04:48:02.608991+00:00,COMPLETE,6,6
175451,54096647,2021-07-13 04:50:16.458333+00:00,COMPLETE,6,6
23744,54096658,None,CREATE,10,0
175451,54096769,2021-07-13 04:51:49.535141+00:00,COMPLETE,6,6
175451,54096770,None,CREATE,6,0
87284,54096866,2021-07-13 04:53:11.450797+00:00,COMPLETE,10,10
175451,54096912,2021-07-13 04:53:43.354867+00:00,COMPLETE,6,6
175451,54097032,None,CREATE,6,0
175451,54097033,2021-07-13 04:55:44.193547+00:00,COMPLETE,6,6
15431,54097058,None,CREATE,30,0
56741,54097125,2021-07-13 04:57:09.457961+00:00,COMPLETE,22,3
56741,54097147,None,CREATE,22,0
87284,54097259,2021-07-13 04:59:35.848586+00:00,COMPLETE,10,10
15431,54097324,None,CREATE,30,0
43158,54097546,2021-07-13 05:04:01.557512+00:00,COMPLETE,6,6
43158,54097650,2021-07-13 05:05:42.726254+00:00,COMPLETE,6,6
43158,54097772,None,COMPLETE,6,0
43158,54097903,None,CREATE,6,0
43158,54097907,2021-07-13 05:09:32.320347+00:00,COMPLETE,6,6
188711,54101832,2021-07-13 06:04:29.501128+00:00,COMPLETE,10,0
188711,54101866,2021-08-02 10:28:15.572680+00:00,COMPLETE,10,0
175451,54102247,None,CREATE,6,0
175451,54102249,2021-07-13 06:09:29.796316+00:00,COMPLETE,6,6
175451,54102370,None,CREATE,6,0
175451,54102372,2021-07-13 06:11:06.474766+00:00,COMPLETE,6,6
175451,54102520,None,CREATE,6,0
175451,54102524,2021-07-13 06:12:54.595385+00:00,COMPLETE,6,6
175451,54102646,None,CREATE,6,0
175451,54102650,2021-07-13 06:14:20.425056+00:00,COMPLETE,6,6
175451,54102794,None,CREATE,6,0
175451,54102795,2021-07-13 06:16:03.433424+00:00,COMPLETE,6,6
175451,54102905,None,CREATE,6,0
175451,54102907,2021-07-13 06:17:27.343447+00:00,COMPLETE,6,6
175451,54103025,None,CREATE,6,0
175451,54103029,2021-07-13 06:18:55.006391+00:00,COMPLETE,6,5
21760,54103106,2021-07-13 09:27:07.747150+00:00,COMPLETE,40,9
175451,54103130,None,CREATE,6,0
175451,54103132,2021-07-13 06:20:17.715468+00:00,COMPLETE,6,6
175451,54103256,None,CREATE,6,0
175451,54103258,2021-07-13 06:21:48.355091+00:00,COMPLETE,6,6
175451,54103409,None,CREATE,6,0
175451,54103410,None,COMPLETE,6,0
175451,54103430,None,CREATE,6,0
175451,54103432,None,CREATE,6,0
41706,54104070,2021-07-13 06:31:58.466631+00:00,PAUSE,50,50
201710,54104165,2021-07-13 06:33:02.963758+00:00,COMPLETE,20,20
41706,54104180,2021-07-13 06:33:26.380421+00:00,COMPLETE,6,6
41706,54104324,None,CREATE,6,0
219363,54104624,2021-07-13 06:37:51.836090+00:00,COMPLETE,6,6
41706,54104717,2021-07-13 06:38:43.939373+00:00,COMPLETE,10,8
219363,54104799,None,CREATE,6,0
153438,54104970,None,CREATE,50,0
271953,54106052,2021-07-13 06:53:20.776748+00:00,COMPLETE,94,94
28487,54106219,None,CREATE,10,0
175451,54106459,2021-07-13 06:57:55.262422+00:00,COMPLETE,6,6
27593,54106535,2021-07-14 18:17:22.506039+00:00,COMPLETE,5,5
175451,54106615,None,CREATE,6,0
175451,54106623,2021-07-13 06:59:16.446446+00:00,COMPLETE,6,6
175451,54106804,None,CREATE,6,0
175451,54106820,2021-07-13 07:00:56.788701+00:00,COMPLETE,6,6
41706,54106905,None,CREATE,10,0
41706,54106908,2021-07-13 07:02:16.951377+00:00,COMPLETE,10,10
175451,54106973,None,CREATE,6,0
175451,54106980,None,CREATE,6,0
43158,54107801,None,PAUSE,60,60
43158,54107860,2021-07-13 07:11:57.124854+00:00,COMPLETE,15,12
43158,54108101,None,CREATE,15,0
175451,54108464,2021-07-13 07:18:49.120281+00:00,COMPLETE,6,6
39651,54108588,2021-07-13 07:20:18.012731+00:00,COMPLETE,5,5
175451,54108595,None,CREATE,6,0
175451,54108605,None,CREATE,6,0
175451,54108610,2021-07-13 07:20:41.507161+00:00,COMPLETE,6,6
39651,54108620,None,CREATE,5,0
175451,54108763,None,CREATE,6,0
175451,54108769,2021-07-13 07:22:22.751812+00:00,COMPLETE,6,6
